PUMA,TYPE,BLD,NP,RNTP,SNAP,RMSP,VEH,HINCP,TANF,WGTP,HHT,NOC,UTIL,SERIALNO,SS,POVPIP,INC_TYPE
118,male head,apartment,1,980,0,4,1,66000,0,7,4,0,60,2019HU1232802,0,498,variable
119,female head,apartment,2,1300,0,3,2,66000,0,61,3,0,160,2019HU1300563,0,387,variable
119,female head,house,2,1000,0,6,2,66000,0,13,7,0,260,2019HU1386422,0,351,variable
125,female head,apartment,2,1100,0,6,1,66000,0,21,3,0,220,2018HU0768388,12000,395,variable
110,male head,house,1,1500,0,7,2,66000,0,23,4,0,200,2.02E+12,17600,501,variable
123,married,house,2,850,0,5,2,66000,0,33,1,0,250,2019HU1108900,42000,431,variable
116,male head,apartment,2,630,1,3,2,66030,0,19,2,0,350,2.02E+12,0,414,variable
102,female head,apartment,2,720,0,3,2,66100,0,11,7,0,100,2.02E+12,0,438,variable
107,married,house,2,1600,0,9,1,66100,0,15,1,0,0,2.02E+12,29900,462,variable
106,married,apartment,2,1400,0,5,1,66100,0,10,1,0,130,2019HU0300224,36400,429,variable
119,female head,apartment,3,690,0,4,0,66200,0,38,3,1,100,2.02E+12,0,356,variable
109,married,apartment,3,1600,0,3,2,66200,0,14,1,1,140,2.02E+12,0,336,variable
103,female head,house,7,750,1,4,1,66200,0,11,3,0,160,2019HU0998796,0,167,variable
117,married,apartment,4,1300,1,3,2,66200,0,61,1,2,90,2019HU1277002,0,258,variable
108,married,house,2,590,0,5,2,66200,0,11,1,0,70,2.02E+12,9700,417,variable
123,married,house,8,930,1,4,2,66300,0,15,1,6,170,2018HU0132158,0,163,variable
101,married,house,3,880,0,6,2,66300,0,7,1,0,150,2019HU0663973,22800,336,variable
108,married,house,4,1300,0,5,2,66380,0,13,1,2,140,2.02E+12,0,276,variable
119,female head,house,5,930,0,9,3,66400,0,7,3,0,400,2.02E+12,0,235,variable
100,married,house,5,1500,0,7,3,66400,0,21,1,3,170,2.02E+12,0,232,variable
106,female head,apartment,1,1100,0,5,1,66400,0,23,6,0,190,2.02E+12,0,501,variable
106,married,apartment,5,1200,0,6,1,66400,0,15,1,3,280,2018HU0236505,0,222,variable
112,female head,apartment,1,2900,0,4,2,66400,0,42,6,0,0,2018HU1153011,0,501,variable
103,female head,apartment,3,1100,0,3,2,66400,0,14,3,0,90,2019HU0757517,25200,265,variable
118,male head,apartment,1,600,0,2,1,66400,0,8,4,0,470,2019HU0332118,28900,501,variable
120,female head,house,3,900,0,4,2,66500,0,32,3,1,200,2.02E+12,0,348,variable
121,married,house,4,950,0,5,4,66500,0,39,1,2,320,2.02E+12,0,277,variable
112,married,apartment,2,1700,0,3,2,66500,0,60,1,0,180,2.02E+12,0,415,variable
108,married,apartment,3,1200,0,5,2,66500,0,11,1,1,100,2.02E+12,0,339,variable
101,female head,house,5,1200,1,6,2,66500,0,13,3,1,320,2.02E+12,0,229,variable
128,male head,house,3,1200,0,5,2,66500,0,15,5,0,280,2.02E+12,0,269,variable
109,married,apartment,4,1200,0,4,1,66500,0,58,1,0,30,2018HU0320457,0,,variable
103,female head,apartment,3,650,0,4,2,66600,0,31,3,0,200,2.02E+12,0,359,variable
113,female head,apartment,2,1200,0,6,1,66600,0,24,3,1,120,2.02E+12,0,407,variable
112,married,house,2,1700,0,8,1,66600,0,51,1,0,240,2.02E+12,0,417,variable
101,male head,trailer,5,940,1,8,2,66600,0,14,2,3,280,2.02E+12,0,234,variable
110,married,house,3,1700,0,3,2,66600,0,27,1,1,0,2.02E+12,0,344,variable
102,male head,apartment,2,1400,0,4,2,66600,0,23,2,0,90,2018HU0489148,0,403,variable
108,married,apartment,2,1400,0,6,2,66600,0,15,1,0,130,2.02E+12,16800,417,variable
110,female head,house,2,500,0,4,1,66600,0,15,3,0,0,2.02E+12,25200,463,variable
102,female head,apartment,2,1800,0,5,0,66600,0,14,3,0,0,2.02E+12,28800,462,variable
102,married,apartment,2,860,0,6,1,66700,0,13,1,0,200,2.02E+12,0,420,variable
106,female head,house,4,910,0,5,2,66700,0,19,3,2,140,2.02E+12,0,347,variable
118,female head,apartment,3,1100,0,4,2,66700,0,19,3,0,160,2.02E+12,0,357,variable
107,married,house,2,1100,0,5,2,66700,0,11,1,0,200,2.02E+12,0,408,variable
121,married,house,4,1400,0,5,3,66700,0,37,1,0,240,2018HU0453762,0,259,variable
105,married,house,4,750,0,5,2,66700,0,15,1,0,290,2.02E+12,24700,269,variable
114,female head,apartment,3,970,0,4,1,66700,0,25,3,0,120,2018HU1268723,26700,345,variable
112,married,house,2,1800,0,5,1,66700,0,54,1,0,0,2.02E+12,34900,459,variable
107,female head,apartment,1,1100,0,4,1,66720,320,15,6,0,74,2019HU0488893,17100,501,variable
121,married,house,3,1100,0,8,2,66800,0,13,1,1,240,2.02E+12,0,349,variable
101,female head,house,2,1000,0,5,1,66800,0,36,3,0,80,2.02E+12,16800,421,variable
103,female head,house,3,760,0,5,1,66800,0,10,3,0,180,2.02E+12,16800,357,variable
112,married,house,2,1200,0,6,2,66850,0,9,1,0,280,2.02E+12,24850,461,variable
113,female head,house,2,900,0,6,2,66900,0,13,3,0,230,2.02E+12,0,420,variable
123,married,house,5,1500,0,8,2,66900,0,11,1,2,300,2019HU1210522,0,215,variable
110,married,apartment,2,2900,0,6,1,66900,0,23,1,0,0,2.02E+12,44400,456,variable
114,female head,apartment,1,1100,0,6,1,67000,0,25,6,0,70,2.02E+12,0,501,variable
103,married,house,3,900,0,4,2,67000,0,64,1,1,290,2.02E+12,0,351,variable
121,female head,house,4,1100,0,6,3,67000,0,61,7,0,210,2.02E+12,0,243,variable
106,female head,house,4,1100,1,7,2,67000,0,28,3,1,420,2.02E+12,0,350,variable
128,female head,house,2,700,0,6,2,67000,0,15,7,0,120,2.02E+12,0,300,variable
112,married,apartment,2,1000,0,4,2,67000,0,66,1,0,60,2.02E+12,0,423,variable
103,female head,house,2,950,0,6,2,67000,0,40,3,1,230,2.02E+12,0,410,variable
109,married,house,8,750,0,6,4,67000,0,47,1,2,90,2.02E+12,0,161,variable
120,married,apartment,2,840,0,2,2,67000,0,7,1,0,240,2.02E+12,0,422,variable
113,married,apartment,5,940,0,4,1,67000,0,16,1,1,150,2.02E+12,0,224,variable
108,married,apartment,2,940,0,6,1,67000,0,22,1,0,70,2.02E+12,0,422,variable
109,married,apartment,2,1800,0,2,1,67000,0,8,1,0,100,2.02E+12,0,418,variable
115,female head,house,2,850,0,5,2,67000,0,59,3,0,330,2.02E+12,0,420,variable
108,female head,house,2,1300,0,5,2,67000,0,26,3,1,160,2.02E+12,0,406,variable
117,female head,house,2,950,0,4,2,67000,0,10,7,0,60,2.02E+12,0,282,variable
107,female head,apartment,2,1300,0,4,2,67000,0,16,7,0,120,2.02E+12,0,442,variable
118,female head,apartment,2,1200,0,4,2,67000,0,24,3,0,130,2.02E+12,0,421,variable
121,married,house,4,1400,0,7,2,67000,0,15,1,2,280,2.02E+12,0,276,variable
116,male head,apartment,3,750,0,4,1,67000,0,32,5,0,160,2.02E+12,0,201,variable
107,female head,apartment,1,1100,0,2,1,67000,0,84,6,0,50,2.02E+12,0,501,variable
116,female head,apartment,2,750,0,3,1,67000,0,30,3,0,150,2.02E+12,0,421,variable
117,male head,apartment,2,1000,0,3,2,67000,0,7,5,0,100,2.02E+12,0,282,variable
120,female head,house,3,1800,0,6,2,67000,0,34,3,2,310,2.02E+12,0,348,variable
121,male head,house,4,930,1,5,2,67000,0,17,2,0,200,2.02E+12,0,269,variable
123,female head,house,4,550,0,5,3,67000,0,26,3,0,250,2.02E+12,0,275,variable
105,male head,apartment,3,750,0,4,1,67000,0,44,2,1,130,2.02E+12,0,343,variable
118,female head,apartment,1,750,0,4,1,67000,0,31,6,0,80,2.02E+12,0,501,variable
109,male head,apartment,1,1500,0,3,1,67000,0,22,4,0,80,2.02E+12,0,501,variable
102,female head,apartment,1,830,0,2,1,67000,0,35,6,0,80,2.02E+12,0,501,variable
105,female head,apartment,1,1200,0,2,1,67000,0,14,6,0,130,2.02E+12,0,501,variable
102,female head,apartment,2,1100,0,6,1,67000,0,20,3,0,100,2.02E+12,0,413,variable
119,married,house,2,800,0,3,2,67000,0,17,1,0,60,2.02E+12,0,416,variable
114,married,house,3,800,0,6,1,67000,0,18,1,0,160,2.02E+12,0,350,variable
101,married,house,2,300,0,5,3,67000,0,12,1,0,160,2.02E+12,0,416,variable
116,married,house,7,980,1,4,2,67000,0,9,1,4,200,2.02E+12,0,179,variable
109,male head,apartment,1,1500,0,3,1,67000,0,7,4,0,80,2.02E+12,0,501,variable
106,male head,house,3,1100,0,6,3,67000,0,42,5,0,130,2.02E+12,0,314,variable
118,male head,apartment,3,860,0,3,1,67000,0,15,5,0,120,2.02E+12,0,271,variable
110,female head,apartment,2,700,0,4,1,67000,0,40,3,1,90,2.02E+12,0,404,variable
120,married,apartment,2,1200,0,4,1,67000,0,42,1,0,120,2018HU0384714,0,407,variable
120,female head,apartment,2,980,0,4,2,67000,0,17,7,0,70,2018HU0387062,0,412,variable
118,male head,apartment,1,810,0,2,1,67000,0,9,4,0,80,2018HU0785354,0,501,variable
106,married,house,3,1300,0,5,2,67000,0,25,1,1,340,2018HU1078960,0,336,variable
100,male head,apartment,1,1300,0,3,1,67000,0,24,4,0,110,2019HU0098459,0,501,variable
101,married,apartment,4,1400,0,4,2,67000,0,8,1,2,220,2019HU0538996,0,259,variable
102,female head,apartment,3,1200,0,4,1,67000,0,12,3,1,120,2019HU0634536,0,228,variable
104,male head,apartment,1,1100,0,4,1,67000,0,10,4,0,150,2019HU0976694,0,501,variable
103,female head,apartment,2,850,0,3,2,67000,0,12,7,0,70,2019HU1068789,0,280,variable
114,female head,apartment,1,1300,0,5,1,67000,0,10,6,0,240,2019HU1119193,0,501,variable
102,married,apartment,5,740,0,4,3,67000,0,27,1,3,180,2019HU1274856,0,222,variable
108,female head,apartment,2,1200,0,3,2,67000,0,24,7,0,90,2019HU1314792,0,319,variable
117,male head,apartment,2,1200,0,3,1,67000,0,95,2,0,150,2019HU1353350,0,392,variable
117,male head,apartment,1,770,0,2,1,67000,0,11,4,0,50,2019HU1400099,0,501,variable
111,female head,apartment,1,1100,0,4,1,67000,0,24,6,0,150,2.02E+12,20000,501,variable
113,married,apartment,2,1100,0,8,1,67000,0,13,1,0,180,2.02E+12,27000,466,variable
115,male head,apartment,1,1100,0,4,1,67050,0,41,4,0,110,2.02E+12,0,501,variable
115,male head,apartment,2,960,0,3,1,67100,0,19,2,0,100,2019HU0238819,13100,398,variable
106,married,house,2,1400,0,7,2,67200,0,15,1,0,390,2018HU0707737,0,402,variable
110,male head,apartment,1,1500,0,2,1,67200,0,18,4,0,60,2019HU0319200,0,501,variable
115,female head,apartment,2,800,0,3,2,67200,0,8,7,0,150,2019HU0512495,0,338,variable
103,married,house,2,1300,0,8,1,67200,0,10,1,0,290,2019HU0595083,13200,394,variable
125,married,apartment,3,940,0,5,1,67200,0,18,1,1,94,2019HU1139704,40200,332,variable
108,married,apartment,4,1400,1,2,3,67250,250,12,1,1,100,2.02E+12,0,266,variable
117,male head,apartment,1,1000,0,3,1,67250,0,18,4,0,200,2018HU0453240,0,501,variable
113,male head,apartment,1,1200,0,3,1,67300,0,32,4,0,120,2018HU0523136,0,501,variable
105,female head,apartment,2,1300,0,4,1,67300,0,16,7,0,90,2018HU0652830,2300,351,variable
123,female head,house,3,1200,1,5,2,67320,1320,14,3,0,320,2018HU1365448,0,337,variable
101,female head,house,2,970,0,4,2,67400,0,13,7,0,200,2.02E+12,0,344,variable
108,married,house,3,1400,0,5,1,67400,0,7,1,0,200,2018HU0399887,0,351,variable
113,married,house,2,1800,0,9,2,67400,0,24,1,0,300,2.02E+12,13900,423,variable
112,male head,house,2,2000,0,7,0,67400,0,13,2,0,350,2019HU0924818,27400,397,variable
107,married,house,2,1300,0,8,2,67500,0,37,1,0,200,2.02E+12,0,426,variable
101,female head,apartment,3,1100,0,6,2,67500,0,16,3,1,140,2.02E+12,0,398,variable
119,married,house,5,450,0,3,2,67500,0,30,1,0,60,2.02E+12,0,225,variable
119,married,house,6,850,1,5,2,67500,0,12,1,3,430,2018HU0137169,0,203,variable
123,married,house,4,800,0,5,2,67500,0,18,1,2,260,2019HU0570320,0,261,variable
121,female head,house,4,930,0,5,2,67570,0,13,3,0,110,2.02E+12,41100,248,variable
118,male head,apartment,3,1500,0,6,2,67600,0,21,2,0,260,2.02E+12,0,365,variable
105,male head,house,2,1300,0,5,2,67600,0,33,2,0,240,2.02E+12,0,416,variable
110,male head,apartment,1,1400,0,6,1,67600,0,13,4,0,110,2018HU1048464,14000,501,variable
116,married,house,2,1100,0,6,2,67600,0,10,1,0,310,2019HU0554282,27600,443,variable
120,married,apartment,2,1000,0,4,0,67700,0,24,1,0,60,2019HU1339248,0,402,variable
112,married,house,2,1500,0,7,2,67700,0,58,1,0,160,2.02E+12,36500,472,variable
100,married,house,4,1200,0,5,2,67800,0,39,1,2,180,2.02E+12,0,279,variable
104,female head,apartment,2,1200,0,4,2,67800,0,13,3,0,60,2.02E+12,0,414,variable
128,male head,apartment,2,790,0,4,2,67800,0,12,5,0,130,2018HU0622460,0,298,variable
118,female head,house,7,900,1,5,2,67800,0,29,3,3,210,2018HU1122441,0,184,variable
107,married,house,2,1400,0,4,1,67800,0,11,1,0,0,2018HU1351004,54200,457,variable
118,married,house,5,790,0,3,2,67900,0,16,1,3,280,2.02E+12,0,240,variable
106,married,trailer,5,700,0,4,3,67900,0,38,1,1,200,2019HU0446440,0,212,variable
111,married,apartment,2,1000,0,3,2,67900,0,17,1,0,110,2019HU0574513,0,397,variable
104,female head,apartment,2,820,0,4,1,67900,0,41,3,1,150,2019HU1254536,0,389,variable
117,male head,apartment,2,1000,0,4,2,67900,0,14,5,0,210,2.02E+12,10400,309,variable
114,married,apartment,2,720,0,3,1,68000,0,45,1,0,60,2.02E+12,0,429,variable
105,male head,apartment,1,650,0,3,1,68000,0,36,4,0,120,2.02E+12,0,501,variable
105,male head,apartment,1,1100,0,2,1,68000,0,14,4,0,110,2.02E+12,0,501,variable
113,female head,house,1,1800,0,8,1,68000,0,14,6,0,250,2.02E+12,0,501,variable
109,female head,apartment,2,830,0,4,1,68000,0,24,7,0,110,2.02E+12,0,308,variable
120,married,apartment,4,740,0,4,2,68000,0,10,1,2,90,2.02E+12,0,283,variable
103,male head,house,2,1000,0,6,4,68000,0,14,5,0,100,2.02E+12,0,365,variable
107,married,apartment,4,1200,0,5,3,68000,0,36,1,0,130,2.02E+12,0,278,variable
108,married,apartment,2,900,0,4,2,68000,0,71,1,0,100,2.02E+12,0,429,variable
104,married,house,4,1400,0,5,3,68000,0,42,1,1,370,2.02E+12,0,274,variable
103,male head,apartment,3,950,0,5,1,68000,0,28,2,0,0,2.02E+12,0,367,variable
125,female head,house,2,830,0,6,1,68000,0,18,3,1,130,2.02E+12,0,416,variable
111,female head,apartment,1,870,0,7,1,68000,0,15,6,0,180,2.02E+12,0,501,variable
107,married,apartment,2,1400,1,3,2,68000,0,20,1,0,150,2.02E+12,0,429,variable
115,male head,house,5,1200,0,7,2,68000,0,37,2,1,250,2.02E+12,0,,variable
128,female head,house,7,1200,1,5,2,68000,200,8,3,0,400,2.02E+12,0,180,variable
103,married,apartment,2,960,0,4,1,68000,0,12,1,0,130,2.02E+12,0,429,variable
117,female head,house,4,1900,0,5,4,68000,0,13,7,0,230,2.02E+12,0,307,variable
120,male head,apartment,2,1100,0,5,2,68000,0,14,2,0,160,2.02E+12,0,424,variable
104,male head,apartment,1,950,0,5,1,68000,0,14,4,0,170,2.02E+12,0,501,variable
123,male head,apartment,3,940,0,4,2,68000,0,43,5,0,120,2.02E+12,0,226,variable
110,male head,apartment,2,1200,0,3,2,68000,0,12,5,0,160,2.02E+12,0,443,variable
113,male head,apartment,4,580,1,4,2,68000,0,41,2,0,100,2.02E+12,0,281,variable
106,female head,house,1,1000,0,4,1,68000,0,10,6,0,90,2.02E+12,0,501,variable
112,female head,house,3,1600,0,7,2,68000,0,23,3,1,90,2.02E+12,0,355,variable
114,married,house,4,1000,0,5,2,68000,0,14,1,2,130,2.02E+12,0,281,variable
112,male head,apartment,1,840,0,2,1,68000,0,26,4,0,110,2.02E+12,0,501,variable
113,married,house,4,1200,0,7,2,68000,0,19,1,2,200,2.02E+12,0,283,variable
123,female head,house,4,1200,0,5,2,68000,0,26,3,1,120,2.02E+12,0,273,variable
122,male head,house,2,850,0,4,2,68000,0,37,5,0,210,2.02E+12,0,501,variable
111,female head,house,1,1400,0,6,2,68000,0,22,6,0,130,2.02E+12,0,501,variable
128,married,apartment,2,810,0,2,1,68000,0,24,1,0,140,2.02E+12,0,425,variable
123,male head,apartment,2,780,0,4,1,68000,0,38,2,0,120,2.02E+12,0,425,variable
113,female head,apartment,1,820,0,2,1,68000,0,29,6,0,100,2.02E+12,0,501,variable
117,married,apartment,3,1000,0,6,2,68000,0,13,1,1,80,2.02E+12,0,356,variable
119,married,apartment,4,850,0,8,1,68000,0,22,1,2,230,2.02E+12,0,281,variable
108,male head,apartment,2,720,0,1,2,68000,0,57,5,0,200,2.02E+12,0,362,variable
108,male head,apartment,3,1400,0,5,3,68000,0,43,2,0,70,2.02E+12,0,300,variable
109,female head,apartment,1,1100,0,1,1,68000,0,89,6,0,200,2.02E+12,0,501,variable
118,male head,apartment,1,700,0,2,1,68000,0,8,4,0,170,2.02E+12,0,501,variable
122,male head,apartment,2,650,0,2,1,68000,0,30,5,0,70,2.02E+12,0,284,variable
104,married,house,5,700,1,7,3,68000,0,22,1,2,140,2.02E+12,0,231,variable
121,married,house,6,1200,0,6,2,68000,0,53,1,4,190,2.02E+12,0,210,variable
106,married,house,2,1300,0,13,2,68000,0,24,1,0,130,2.02E+12,0,415,variable
113,married,apartment,2,750,0,4,1,68000,0,15,1,0,160,2.02E+12,0,416,variable
120,married,apartment,3,1100,0,5,1,68000,0,12,1,0,100,2.02E+12,0,349,variable
110,female head,apartment,1,1000,0,5,0,68000,0,13,6,0,50,2.02E+12,0,501,variable
118,female head,house,3,680,0,3,1,68000,0,18,3,1,120,2.02E+12,0,345,variable
110,married,apartment,2,1400,0,4,1,68000,0,16,1,0,120,2.02E+12,0,418,variable
120,married,apartment,4,1200,0,6,1,68000,0,9,1,2,200,2.02E+12,0,278,variable
119,female head,house,5,680,0,6,1,68000,0,14,3,3,290,2.02E+12,0,182,variable
123,female head,apartment,2,640,1,4,1,68000,0,48,3,0,120,2018HU0038748,0,412,variable
102,female head,apartment,2,300,0,4,2,68000,0,47,3,1,460,2018HU0132696,0,402,variable
110,male head,apartment,1,820,0,3,1,68000,0,52,4,0,60,2018HU0189549,0,501,variable
107,female head,apartment,1,1100,0,7,1,68000,0,19,6,0,100,2018HU0397148,0,501,variable
122,female head,house,2,1500,0,6,1,68000,0,17,3,1,300,2018HU0580887,0,393,variable
125,male head,house,2,850,0,5,1,68000,0,20,5,0,220,2018HU0628186,0,392,variable
102,married,house,7,900,0,7,2,68000,0,11,1,5,180,2018HU0664135,0,183,variable
114,married,apartment,2,1100,0,3,2,68000,0,69,1,0,130,2018HU0735374,0,413,variable
109,married,apartment,3,760,0,2,0,68000,0,22,1,1,130,2018HU0872804,0,339,variable
105,female head,apartment,2,1500,0,5,1,68000,0,13,3,0,60,2018HU1056039,0,393,variable
115,male head,house,2,1400,0,5,1,68000,0,19,5,0,320,2018HU1083514,0,278,variable
117,male head,apartment,1,1300,0,6,1,68000,0,15,4,0,70,2018HU1135430,0,501,variable
114,female head,apartment,2,1000,0,4,2,68000,0,36,7,0,100,2018HU1202811,0,271,variable
118,female head,apartment,2,830,0,1,2,68000,0,17,7,0,0,2018HU1212572,0,296,variable
116,married,apartment,2,790,0,1,1,68000,0,12,1,0,0,2018HU1264836,0,408,variable
110,male head,apartment,2,1300,0,5,2,68000,0,10,5,0,140,2018HU1307356,0,308,variable
105,married,house,6,1700,1,8,2,68000,0,8,1,4,80,2018HU1328855,0,203,variable
125,female head,house,2,1500,0,5,5,68000,0,14,7,0,200,2019HU0058125,0,377,variable
117,married,apartment,2,960,1,6,1,68000,0,12,1,0,0,2019HU0185971,0,401,variable
128,married,house,3,1100,0,6,3,68000,0,18,1,0,150,2019HU0250364,0,307,variable
105,female head,house,2,1500,0,5,1,68000,0,14,3,1,180,2019HU0333614,0,388,variable
100,female head,house,2,1300,0,4,2,68000,0,11,3,0,180,2019HU0483972,0,399,variable
109,male head,apartment,2,1000,0,4,1,68000,0,106,2,0,60,2019HU0488761,0,401,variable
113,female head,house,3,1000,0,7,3,68000,0,36,3,0,260,2019HU0572569,0,404,variable
123,male head,apartment,1,1000,0,3,1,68000,0,44,4,0,70,2019HU0614893,0,501,variable
120,female head,house,4,1500,1,7,3,68000,0,11,3,0,170,2019HU0683514,0,331,variable
107,female head,house,2,1500,0,5,1,68000,0,24,3,1,440,2019HU0754215,0,388,variable
107,married,apartment,2,1300,0,5,1,68000,0,11,1,0,100,2019HU0849619,0,441,variable
119,married,house,7,1400,0,8,2,68000,0,18,1,3,300,2019HU1026937,0,167,variable
117,female head,apartment,2,1000,0,3,2,68000,0,10,7,0,90,2019HU1108455,0,267,variable
101,male head,trailer,4,700,1,5,1,68000,0,12,2,3,320,2019HU1115854,0,265,variable
115,female head,house,1,1500,0,5,1,68000,0,81,6,0,40,2019HU1172943,0,501,variable
109,female head,apartment,2,1600,0,4,2,68000,0,47,7,0,100,2019HU1198476,0,304,variable
118,female head,apartment,2,1500,0,3,2,68000,0,16,3,0,30,2018HU0384991,9000,405,variable
100,married,apartment,2,1300,0,5,1,68000,0,21,1,0,110,2.02E+12,27000,460,variable
116,female head,apartment,4,820,1,9,1,68020,1000,13,3,2,220,2018HU1356467,0,233,variable
109,female head,apartment,2,1300,0,3,2,68100,0,25,3,0,50,2019HU0481268,0,398,variable
101,married,house,2,880,0,4,2,68200,0,10,1,0,110,2.02E+12,3300,469,variable
120,female head,house,5,1300,0,5,2,68300,0,16,3,0,200,2.02E+12,0,234,variable
116,female head,apartment,3,900,0,4,1,68300,0,19,3,1,90,2018HU0453182,0,342,variable
107,female head,house,1,1200,0,5,1,68320,0,12,6,0,120,2.02E+12,0,501,variable
122,male head,house,5,730,0,7,2,68400,0,12,2,0,210,2.02E+12,0,,variable
106,male head,apartment,2,1200,0,3,1,68400,0,8,5,0,260,2.02E+12,0,500,variable
107,male head,apartment,1,1200,0,2,1,68400,0,22,4,0,90,2.02E+12,0,501,variable
122,married,house,6,1000,1,5,3,68400,0,20,1,0,230,2018HU0637589,0,196,variable
107,female head,apartment,4,1700,0,5,1,68400,0,111,3,2,170,2019HU0652442,0,267,variable
122,married,house,3,1000,0,6,1,68430,0,8,1,0,450,2.02E+12,0,369,variable
128,married,house,6,800,1,5,2,68450,0,19,1,3,250,2.02E+12,0,205,variable
101,male head,house,2,250,0,5,1,68500,0,43,2,0,60,2.02E+12,0,432,variable
128,female head,apartment,2,870,0,5,2,68500,0,13,3,0,110,2.02E+12,0,432,variable
117,married,apartment,2,1800,0,3,2,68500,0,29,1,0,150,2.02E+12,0,427,variable
121,married,house,5,940,0,5,2,68500,1500,22,1,0,60,2.02E+12,0,,variable
111,married,apartment,4,1300,0,5,2,68500,0,29,1,2,200,2.02E+12,0,284,variable
103,male head,apartment,3,1000,0,3,3,68500,0,39,5,0,60,2.02E+12,0,230,variable
105,married,apartment,4,900,0,4,2,68500,0,12,1,2,80,2019HU0495804,0,265,variable
118,male head,apartment,5,600,0,4,1,68600,0,20,2,0,90,2.02E+12,0,229,variable
108,male head,house,2,890,0,4,1,68600,0,12,5,0,200,2.02E+12,0,284,variable
120,male head,trailer,5,950,1,7,0,68600,3600,34,2,3,250,2.02E+12,0,266,variable
109,female head,apartment,4,1800,0,3,4,68600,0,11,7,0,210,2.02E+12,0,265,variable
118,married,apartment,2,720,0,1,1,68600,0,14,1,0,0,2019HU1384416,0,405,variable
109,female head,apartment,4,550,0,6,3,68700,0,21,7,0,0,2.02E+12,0,201,variable
110,female head,apartment,1,1300,0,4,1,68700,0,9,6,0,70,2.02E+12,0,501,variable
106,female head,apartment,2,850,0,3,2,68800,0,15,7,0,110,2.02E+12,0,379,variable
122,female head,house,5,610,1,6,1,68800,0,16,3,0,220,2018HU0083422,0,,variable
122,female head,apartment,4,900,0,5,1,68800,0,28,3,0,160,2.02E+12,8800,274,variable
117,female head,apartment,1,810,0,2,1,68900,0,24,6,0,0,2019HU0762506,0,501,variable
120,female head,apartment,1,1100,1,2,1,68900,0,19,6,0,220,2019HU0889020,0,501,variable
104,male head,house,2,1000,1,5,1,68900,0,8,2,0,390,2019HU1012697,11000,404,variable
121,married,house,6,1300,0,7,1,68970,0,15,1,2,390,2019HU1285740,0,197,variable
120,female head,apartment,1,1000,0,4,2,69000,0,12,6,0,90,2.02E+12,0,501,variable
115,male head,apartment,3,980,0,6,1,69000,0,32,2,1,300,2.02E+12,0,243,variable
121,married,apartment,4,820,0,4,1,69000,0,52,1,2,70,2.02E+12,0,287,variable
116,female head,house,2,500,0,4,0,69000,0,23,7,0,140,2.02E+12,0,349,variable
113,female head,house,2,1100,0,6,1,69000,0,29,3,1,150,2.02E+12,0,423,variable
120,female head,apartment,2,770,0,4,2,69000,0,21,7,0,200,2.02E+12,0,406,variable
122,married,apartment,4,850,0,4,2,69000,0,32,1,2,180,2.02E+12,0,285,variable
122,married,house,6,800,0,5,1,69000,0,30,1,4,270,2.02E+12,0,217,variable
115,married,apartment,3,840,0,2,0,69000,0,23,1,1,80,2.02E+12,0,360,variable
120,male head,apartment,1,1100,0,2,1,69000,0,29,4,0,70,2.02E+12,0,501,variable
111,male head,apartment,1,1400,0,3,1,69000,0,73,4,0,90,2.02E+12,0,501,variable
107,male head,house,4,1500,0,7,2,69000,0,78,2,2,160,2.02E+12,0,234,variable
122,married,house,9,900,1,6,3,69000,0,25,1,6,320,2.02E+12,0,143,variable
118,male head,apartment,1,1200,0,2,1,69000,0,14,4,0,0,2.02E+12,0,501,variable
103,male head,apartment,3,810,0,4,2,69000,0,11,2,1,130,2.02E+12,0,360,variable
118,male head,apartment,2,970,0,4,1,69000,0,10,2,0,0,2.02E+12,0,432,variable
103,female head,house,2,900,0,5,3,69000,0,32,7,0,240,2.02E+12,0,314,variable
106,male head,apartment,2,220,1,3,1,69000,0,11,2,0,0,2.02E+12,0,433,variable
106,married,apartment,2,1100,0,6,2,69000,0,12,1,0,210,2.02E+12,0,432,variable
121,married,house,5,1100,0,7,2,69000,0,16,1,3,130,2.02E+12,0,239,variable
105,male head,apartment,1,1100,0,4,1,69000,0,12,4,0,90,2.02E+12,0,501,variable
121,married,house,3,900,0,5,3,69000,0,23,1,0,400,2.02E+12,0,363,variable
121,married,house,3,650,0,6,4,69000,0,8,1,0,90,2.02E+12,0,366,variable
117,female head,apartment,1,810,0,3,1,69000,0,17,6,0,40,2.02E+12,0,501,variable
125,female head,apartment,1,660,0,3,1,69000,0,10,6,0,0,2.02E+12,0,501,variable
105,married,house,4,1000,0,7,4,69000,0,17,1,0,150,2.02E+12,0,273,variable
100,female head,house,2,1400,0,10,1,69000,0,14,3,1,100,2.02E+12,0,415,variable
111,female head,house,3,1700,0,9,1,69000,0,25,3,2,150,2.02E+12,0,356,variable
117,married,house,7,1400,0,9,2,69000,0,28,1,5,320,2018HU0340034,0,186,variable
101,male head,house,2,1200,0,6,2,69000,0,49,5,0,170,2018HU0530347,0,467,variable
110,male head,apartment,2,1400,0,6,1,69000,0,15,5,0,190,2018HU0623220,0,301,variable
110,male head,apartment,2,1200,0,2,2,69000,0,11,5,0,180,2018HU0709823,0,269,variable
102,male head,apartment,4,1000,1,4,1,69000,0,38,2,2,220,2018HU0876660,0,302,variable
