PUMA,TYPE,BLD,NP,RNTP,SNAP,RMSP,VEH,HINCP,TANF,WGTP,HHT,NOC,UTIL,SERIALNO,SS,POVPIP,INC_TYPE
122,female head,apartment,1,510,0,1,0,16100,0,33,6,0,0,2.02E+12,0,127,variable
100,married,house,2,1100,0,6,1,16100,0,22,1,0,180,2.02E+12,0,99,variable
120,married,apartment,5,1100,1,5,1,16100,0,35,1,3,150,2018HU0204372,0,54,variable
125,female head,apartment,5,860,1,4,1,16100,0,44,3,4,180,2019HU0784406,0,54,variable
115,male head,apartment,2,840,1,3,1,16100,0,13,2,1,240,2019HU1386140,0,91,variable
114,male head,apartment,1,740,1,3,1,16100,0,10,4,0,0,2018HU0249451,8500,134,variable
103,male head,apartment,1,1300,0,3,1,16100,0,9,4,0,0,2019HU1148366,13700,133,variable
125,female head,apartment,1,800,0,5,1,16100,0,14,6,0,50,2.02E+12,15000,141,variable
115,female head,apartment,1,950,0,3,0,16100,0,31,6,0,0,2.02E+12,16100,141,fixed
117,female head,house,1,690,1,5,1,16100,0,14,6,0,80,2.02E+12,16100,140,fixed
116,married,apartment,7,1000,1,4,0,16190,190,22,1,3,110,2.02E+12,0,56,variable
119,male head,house,2,650,0,4,0,16190,190,11,5,0,140,2019HU1305215,14400,110,variable
102,female head,house,1,700,0,4,1,16200,0,18,6,0,140,2.02E+12,0,131,variable
101,married,house,5,1300,0,6,3,16200,0,17,1,2,190,2.02E+12,0,55,variable
103,married,house,7,120,1,5,4,16200,0,11,1,1,250,2.02E+12,0,44,variable
118,female head,apartment,2,700,1,4,1,16200,0,18,7,0,70,2.02E+12,0,89,variable
116,male head,house,2,880,0,7,2,16200,0,12,2,0,0,2.02E+12,0,101,variable
122,female head,apartment,4,810,0,4,1,16200,0,25,3,1,120,2.02E+12,0,78,variable
118,female head,apartment,1,980,0,2,1,16200,0,22,6,0,80,2.02E+12,0,129,variable
118,female head,apartment,1,620,0,2,1,16200,0,8,6,0,40,2.02E+12,0,127,variable
116,male head,apartment,1,500,0,4,1,16200,0,11,4,0,150,2018HU0053305,0,125,variable
116,female head,apartment,1,630,1,3,0,16200,0,16,6,0,150,2.02E+12,13300,138,variable
119,female head,apartment,1,610,1,3,1,16200,0,9,6,0,180,2.02E+12,16200,141,fixed
125,male head,apartment,1,490,0,2,0,16220,0,11,4,0,0,2.02E+12,13400,142,variable
104,male head,trailer,1,560,0,4,1,16260,0,12,4,0,80,2.02E+12,13400,140,variable
102,married,apartment,3,710,0,6,2,16300,0,14,1,1,80,2018HU0420984,0,82,variable
118,male head,apartment,3,400,0,3,2,16300,0,5,2,1,160,2018HU0825765,0,82,variable
123,female head,house,4,900,0,6,1,16300,0,22,3,3,200,2019HU0747010,0,63,variable
120,female head,house,1,900,0,7,1,16300,0,19,6,0,150,2.02E+12,7300,143,variable
114,female head,apartment,2,820,1,4,1,16300,0,38,3,0,140,2.02E+12,8300,102,variable
122,female head,apartment,1,270,0,3,0,16300,0,13,6,0,0,2.02E+12,8400,143,variable
100,male head,house,1,1500,0,8,1,16300,0,9,4,0,130,2018HU0414756,9200,138,variable
102,female head,house,2,400,1,5,0,16300,0,17,3,0,130,2018HU0056536,11300,108,variable
102,female head,apartment,1,910,0,5,1,16300,0,14,6,0,80,2.02E+12,16300,141,fixed
110,female head,apartment,1,840,0,1,0,16300,0,53,6,0,0,2.02E+12,16300,141,fixed
102,female head,apartment,1,330,0,4,1,16300,0,13,6,0,0,2019HU0816796,16300,134,fixed
116,female head,apartment,1,610,1,3,0,16400,0,14,6,0,60,2.02E+12,0,133,variable
102,female head,apartment,6,530,0,3,0,16400,0,45,3,4,250,2.02E+12,0,66,variable
128,male head,house,3,1000,1,8,3,16400,0,25,2,2,40,2.02E+12,0,85,variable
101,married,house,2,800,0,6,2,16400,0,13,1,0,290,2.02E+12,0,102,variable
121,married,house,7,1200,1,7,1,16400,0,17,1,5,300,2.02E+12,0,45,variable
116,female head,house,1,570,0,4,1,16400,0,7,6,0,70,2018HU0803158,0,128,variable
102,female head,apartment,1,960,0,2,1,16400,0,19,6,0,84,2019HU0415290,0,124,variable
102,married,house,10,1400,1,4,1,16400,0,11,1,8,220,2019HU1129785,0,33,variable
128,female head,house,3,1300,0,5,1,16400,0,15,3,2,170,2018HU0445646,4000,81,variable
118,female head,apartment,1,400,0,3,0,16400,0,13,6,0,0,2018HU0227989,11400,136,variable
111,female head,apartment,1,500,0,2,1,16400,1100,31,6,0,40,2.02E+12,13100,133,variable
104,female head,apartment,2,680,1,4,0,16400,0,12,3,0,90,2.02E+12,14100,103,variable
103,female head,apartment,1,560,1,3,1,16400,0,23,6,0,30,2.02E+12,14400,129,variable
104,female head,apartment,1,840,0,7,1,16400,0,23,6,0,30,2019HU0862473,14400,134,variable
113,female head,apartment,1,920,0,4,0,16400,0,26,6,0,0,2.02E+12,16100,144,variable
102,female head,apartment,2,400,0,3,1,16400,0,12,7,0,0,2.02E+12,16400,80,fixed
123,female head,house,4,120,1,8,1,16410,510,31,3,2,590,2.02E+12,8700,68,variable
111,female head,trailer,1,900,0,3,1,16450,0,22,6,0,60,2.02E+12,15600,144,variable
117,male head,apartment,1,400,0,1,2,16470,0,12,4,0,40,2.02E+12,930,133,variable
122,married,apartment,4,770,0,4,1,16480,0,37,1,2,150,2019HU0216425,0,64,variable
118,male head,apartment,5,300,1,5,1,16500,0,8,2,0,60,2.02E+12,0,58,variable
109,male head,apartment,5,720,0,5,1,16500,0,17,5,0,400,2.02E+12,0,93,variable
107,female head,apartment,3,950,1,4,1,16500,0,71,3,2,160,2.02E+12,0,86,variable
116,married,apartment,4,590,1,5,1,16500,0,19,1,2,300,2.02E+12,0,67,variable
106,married,apartment,3,1100,0,4,2,16500,0,12,1,1,80,2018HU0138119,0,83,variable
102,female head,apartment,2,740,0,4,2,16500,0,12,7,0,80,2018HU0430511,0,93,variable
102,female head,house,1,850,0,5,1,16500,0,15,6,0,250,2.02E+12,1500,144,variable
111,male head,house,1,250,0,4,2,16500,0,3,4,0,50,2018HU1311130,10800,140,variable
125,female head,apartment,1,380,0,3,0,16500,0,23,6,0,0,2018HU0452307,15000,138,variable
119,female head,apartment,1,560,0,4,1,16500,0,14,6,0,80,2.02E+12,16500,145,fixed
110,male head,apartment,1,830,0,6,1,16500,0,23,4,0,70,2.02E+12,16500,144,fixed
116,male head,apartment,1,400,1,3,1,16500,0,9,4,0,40,2.02E+12,16500,145,fixed
122,married,house,4,750,0,6,2,16520,0,14,1,2,220,2.02E+12,0,68,variable
114,married,apartment,2,430,0,2,0,16600,0,25,1,0,140,2.02E+12,0,104,variable
103,female head,apartment,1,870,0,4,1,16600,0,13,6,0,110,2.02E+12,0,133,variable
116,male head,house,1,700,0,4,1,16600,0,11,4,0,180,2019HU0126551,0,126,variable
116,female head,trailer,3,320,1,2,1,16600,0,24,3,1,180,2019HU1384539,0,94,variable
115,female head,apartment,1,400,0,4,1,16600,400,19,6,0,0,2.02E+12,12600,142,variable
128,female head,house,1,750,0,6,0,16600,0,13,6,0,280,2018HU0741464,12600,128,variable
117,male head,apartment,1,820,0,5,1,16600,0,21,4,0,0,2.02E+12,14900,130,variable
117,female head,apartment,1,1300,0,4,1,16600,0,10,6,0,40,2.02E+12,16600,146,fixed
120,male head,apartment,2,710,1,3,1,16600,0,11,5,0,140,2.02E+12,16600,133,fixed
128,female head,apartment,1,540,0,4,1,16600,0,13,6,0,60,2.02E+12,16600,131,fixed
116,female head,apartment,1,640,0,4,0,16600,0,18,6,0,0,2018HU0860926,16600,128,fixed
116,male head,apartment,1,430,1,4,0,16600,0,26,4,0,0,2019HU1401729,16600,126,fixed
114,female head,apartment,3,410,0,4,1,16700,0,53,3,2,70,2.02E+12,0,87,variable
123,female head,apartment,3,610,1,5,1,16700,0,42,3,2,70,2.02E+12,0,87,variable
105,female head,apartment,1,600,0,3,1,16700,0,10,6,0,70,2.02E+12,0,135,variable
101,male head,house,2,1100,0,4,2,16700,0,8,2,0,0,2.02E+12,0,104,variable
108,female head,apartment,2,930,0,4,2,16700,0,17,7,0,140,2.02E+12,0,134,variable
118,female head,apartment,2,860,0,2,1,16700,0,13,7,0,120,2.02E+12,0,110,variable
102,female head,apartment,2,850,1,3,1,16700,0,14,3,0,70,2.02E+12,0,102,variable
118,female head,apartment,2,450,0,1,1,16700,0,36,7,0,120,2018HU0799672,0,115,variable
116,female head,apartment,1,810,1,3,1,16700,4800,10,6,0,120,2018HU1154808,0,130,variable
106,male head,apartment,1,2200,0,2,1,16700,0,17,4,0,0,2.02E+12,8400,143,variable
118,female head,house,2,600,1,6,1,16700,0,13,3,0,170,2.02E+12,11300,115,variable
118,female head,apartment,1,500,0,3,1,16700,0,12,6,0,10,2.02E+12,16700,135,fixed
116,male head,apartment,1,400,0,3,1,16700,0,6,4,0,80,2018HU0740844,16700,140,fixed
122,male head,apartment,1,560,1,1,1,16700,0,18,4,0,0,2018HU0769855,16700,140,fixed
116,female head,apartment,1,590,0,4,0,16700,0,12,6,0,50,2019HU0334427,16700,137,fixed
101,married,trailer,4,700,1,5,0,16700,0,49,1,0,190,2019HU0341890,16700,63,fixed
110,female head,apartment,1,3100,0,1,0,16700,0,12,6,0,0,2019HU0544766,16700,137,fixed
116,female head,apartment,1,700,1,4,0,16700,0,41,6,0,120,2019HU1259939,16700,127,fixed
116,female head,apartment,2,600,1,4,0,16780,0,12,3,0,130,2019HU1410158,5600,99,variable
103,male head,apartment,1,500,1,3,1,16780,780,16,4,0,100,2019HU0252031,16000,126,variable
118,female head,apartment,1,350,0,2,1,16800,0,33,6,0,90,2.02E+12,0,136,variable
118,married,apartment,4,400,0,4,2,16800,0,12,1,1,220,2.02E+12,0,67,variable
118,female head,apartment,2,1100,0,4,2,16800,0,10,7,0,100,2.02E+12,0,121,variable
123,married,house,5,950,1,6,2,16800,0,21,1,1,190,2.02E+12,0,58,variable
103,female head,apartment,1,500,0,4,1,16800,0,26,6,0,80,2.02E+12,0,136,variable
118,married,house,7,400,1,3,1,16800,0,25,1,5,100,2.02E+12,0,47,variable
122,married,apartment,3,740,0,4,0,16800,0,13,1,1,140,2.02E+12,0,87,variable
122,married,house,4,850,1,5,2,16800,0,35,1,2,380,2.02E+12,0,67,variable
123,married,house,4,800,0,6,4,16800,0,31,1,1,190,2.02E+12,0,65,variable
125,female head,apartment,3,760,1,4,1,16800,0,34,3,2,50,2.02E+12,0,86,variable
122,married,apartment,2,650,0,2,1,16800,0,52,1,0,180,2018HU0198967,0,101,variable
123,married,house,6,680,1,5,2,16800,0,50,1,4,350,2018HU0669373,0,51,variable
103,female head,house,2,800,0,4,2,16800,0,12,3,1,160,2018HU0672285,0,99,variable
108,female head,house,2,1300,0,4,2,16800,0,22,7,0,130,2018HU1023310,0,112,variable
103,male head,apartment,2,500,1,3,0,16800,0,12,5,0,120,2018HU1049195,0,121,variable
102,male head,apartment,1,790,0,2,0,16800,0,14,4,0,80,2019HU0077435,0,126,variable
110,female head,apartment,4,1000,1,5,1,16800,0,16,3,3,50,2019HU0158949,0,64,variable
116,female head,apartment,4,500,1,6,1,16800,0,26,3,2,120,2019HU0819315,0,64,variable
113,female head,house,1,1500,0,7,1,16800,0,29,6,0,350,2019HU0849815,0,126,variable
103,male head,apartment,1,720,0,1,1,16800,0,15,4,0,50,2019HU1298603,0,127,variable
110,female head,apartment,2,1200,0,4,1,16800,0,47,3,0,200,2018HU1359791,6500,113,variable
110,female head,apartment,1,1800,0,2,1,16800,0,21,6,0,140,2.02E+12,14400,144,variable
117,male head,apartment,2,800,1,3,1,16800,0,14,2,1,70,2.02E+12,14800,103,variable
116,male head,apartment,1,550,0,2,1,16800,0,11,4,0,4,2.02E+12,16800,148,fixed
118,female head,apartment,1,380,1,4,0,16800,0,12,6,0,0,2.02E+12,16800,136,fixed
106,female head,apartment,4,800,1,5,0,16800,0,23,3,1,350,2.02E+12,16800,69,fixed
105,male head,house,1,350,0,5,2,16800,0,13,4,0,50,2.02E+12,16800,135,fixed
106,female head,apartment,1,2200,0,3,0,16800,0,20,6,0,0,2.02E+12,16800,147,fixed
115,female head,apartment,1,400,0,3,0,16800,0,28,6,0,0,2.02E+12,16800,145,fixed
104,female head,trailer,1,1100,0,2,1,16800,0,13,6,0,0,2.02E+12,16800,143,fixed
117,female head,apartment,1,1300,0,1,0,16800,0,78,6,0,0,2.02E+12,16800,144,fixed
125,male head,apartment,1,640,0,4,1,16800,0,12,4,0,0,2018HU0977262,16800,131,fixed
125,male head,apartment,1,680,0,3,0,16800,0,18,4,0,50,2019HU0655292,16800,127,fixed
107,female head,house,3,1700,0,8,2,16900,0,13,3,2,470,2.02E+12,0,88,variable
118,female head,apartment,4,480,0,4,2,16900,0,7,3,2,50,2.02E+12,0,137,variable
117,female head,apartment,3,580,0,1,1,16900,0,26,3,1,0,2.02E+12,0,136,variable
103,male head,house,5,450,1,5,1,16900,6700,38,2,3,250,2019HU0578223,0,123,variable
113,male head,apartment,1,1100,0,3,1,16900,0,17,4,0,150,2019HU1096930,0,129,variable
119,female head,house,3,1100,1,5,2,16900,0,19,3,0,110,2.02E+12,12200,104,variable
115,female head,apartment,1,650,0,3,1,16900,0,20,6,0,70,2018HU0708011,15000,142,variable
103,male head,apartment,1,830,0,4,1,16900,0,11,4,0,130,2.02E+12,15300,136,variable
102,female head,apartment,1,1600,0,3,1,16900,0,11,6,0,0,2.02E+12,16900,148,fixed
115,married,apartment,2,530,1,2,1,16950,350,56,1,0,160,2019HU0249603,16600,100,variable
100,female head,apartment,1,870,0,3,1,17000,0,24,6,0,90,2.02E+12,0,138,variable
116,female head,house,4,550,1,5,1,17000,0,24,3,2,150,2.02E+12,0,89,variable
123,married,house,2,650,1,6,2,17000,0,12,1,0,190,2.02E+12,0,107,variable
101,married,house,3,450,1,5,2,17000,0,38,1,1,130,2.02E+12,0,89,variable
122,female head,apartment,2,540,1,2,0,17000,0,13,3,1,60,2.02E+12,0,104,variable
114,male head,apartment,1,900,0,4,1,17000,0,70,4,0,60,2.02E+12,0,138,variable
103,female head,apartment,1,530,0,1,0,17000,0,30,6,0,40,2.02E+12,0,138,variable
116,male head,apartment,1,490,0,3,1,17000,0,28,4,0,0,2.02E+12,0,138,variable
115,male head,apartment,1,410,0,1,1,17000,0,36,4,0,120,2.02E+12,0,149,variable
114,female head,apartment,1,530,0,3,0,17000,0,39,6,0,50,2.02E+12,0,137,variable
128,female head,apartment,1,490,0,3,0,17000,0,14,6,0,40,2.02E+12,0,138,variable
108,male head,apartment,1,830,0,3,1,17000,0,21,4,0,30,2.02E+12,0,138,variable
123,female head,house,3,600,0,5,2,17000,0,37,3,2,50,2.02E+12,0,88,variable
116,female head,apartment,2,400,0,4,1,17000,0,16,3,1,0,2.02E+12,0,103,variable
103,male head,house,2,860,1,7,1,17000,0,13,5,0,140,2.02E+12,0,68,variable
102,female head,trailer,3,430,0,4,1,17000,0,39,3,1,100,2.02E+12,0,88,variable
106,married,apartment,7,350,1,5,2,17000,0,29,1,5,140,2.02E+12,0,47,variable
122,female head,apartment,4,850,1,4,1,17000,0,40,3,2,50,2.02E+12,0,69,variable
111,married,house,2,1700,1,6,2,17000,0,23,1,0,390,2.02E+12,0,106,variable
115,female head,apartment,4,530,0,4,2,17000,0,26,3,2,90,2.02E+12,0,137,variable
103,female head,house,2,600,1,3,1,17000,0,33,3,1,210,2.02E+12,0,104,variable
118,male head,house,2,1000,1,4,1,17000,0,72,5,0,100,2.02E+12,0,72,variable
123,married,house,5,950,1,6,3,17000,0,19,1,3,380,2.02E+12,0,59,variable
104,married,house,5,800,1,5,2,17000,0,38,1,3,250,2.02E+12,0,59,variable
122,female head,apartment,5,510,1,3,0,17000,0,25,3,4,100,2.02E+12,0,60,variable
123,male head,apartment,3,520,0,3,1,17000,0,12,2,2,80,2.02E+12,0,88,variable
103,male head,house,2,620,1,2,2,17000,0,11,2,0,90,2.02E+12,0,103,variable
118,female head,apartment,2,550,0,3,1,17000,0,8,3,1,150,2.02E+12,0,103,variable
103,male head,apartment,1,880,0,4,1,17000,0,14,4,0,80,2.02E+12,0,137,variable
116,female head,house,1,630,0,4,0,17000,0,10,6,0,80,2.02E+12,0,134,variable
121,married,apartment,6,550,0,4,1,17000,0,14,1,4,90,2.02E+12,0,53,variable
114,male head,apartment,1,700,0,4,2,17000,0,53,4,0,230,2.02E+12,0,134,variable
121,female head,house,4,700,1,5,1,17000,0,26,3,2,210,2.02E+12,0,68,variable
117,married,house,4,600,0,3,2,17000,0,17,1,2,200,2.02E+12,0,68,variable
123,male head,house,3,1000,1,5,2,17000,0,14,2,1,320,2.02E+12,0,101,variable
125,female head,apartment,1,600,0,3,1,17000,0,15,6,0,160,2.02E+12,0,134,variable
118,female head,apartment,1,690,0,3,1,17000,0,14,6,0,270,2.02E+12,0,136,variable
105,married,house,2,1100,0,5,3,17000,0,14,1,0,130,2.02E+12,0,104,variable
102,married,apartment,4,550,1,4,1,17000,6000,14,1,2,130,2.02E+12,0,68,variable
128,male head,apartment,1,630,0,4,1,17000,0,53,4,0,60,2.02E+12,0,134,variable
116,male head,apartment,1,720,0,1,0,17000,0,16,4,0,30,2.02E+12,0,135,variable
114,male head,apartment,4,450,1,4,1,17000,0,12,2,2,130,2.02E+12,0,87,variable
116,female head,apartment,6,780,1,4,2,17000,0,26,3,1,100,2.02E+12,0,,variable
116,male head,apartment,1,580,0,4,0,17000,0,34,4,0,100,2018HU0003859,0,132,variable
109,female head,apartment,2,890,1,2,1,17000,0,12,3,1,80,2018HU0363360,0,99,variable
110,male head,house,1,2900,0,3,1,17000,0,34,4,0,0,2018HU0517103,0,130,variable
109,male head,apartment,1,780,0,1,0,17000,0,25,4,0,150,2018HU0692181,0,132,variable
122,married,house,4,800,1,5,3,17000,0,22,1,2,500,2018HU0730165,0,68,variable
118,female head,house,2,320,0,3,0,17000,0,18,3,0,260,2018HU0857695,0,103,variable
106,male head,apartment,1,1100,0,3,1,17000,0,76,4,0,220,2018HU0910729,0,132,variable
103,married,apartment,2,800,0,3,0,17000,0,25,1,0,150,2018HU1018048,0,103,variable
109,male head,apartment,2,1100,0,2,2,17000,0,14,5,0,100,2018HU1049973,0,93,variable
103,female head,apartment,4,850,1,4,1,17000,0,13,3,3,190,2018HU1272223,0,67,variable
104,female head,apartment,4,800,0,3,1,17000,0,36,3,3,120,2018HU1320296,0,66,variable
116,male head,apartment,1,650,0,1,1,17000,0,5,4,0,40,2019HU0522926,0,129,variable
103,married,apartment,2,950,0,4,1,17000,0,18,1,0,80,2019HU0597516,0,100,variable
106,male head,house,1,1200,0,4,1,17000,0,20,4,0,170,2019HU0791659,0,128,variable
101,married,house,3,850,1,6,1,17000,0,6,1,1,150,2019HU0831971,0,83,variable
102,married,apartment,2,800,0,4,2,17000,0,19,1,0,180,2019HU0845801,0,101,variable
117,female head,apartment,1,1100,0,3,1,17000,0,16,6,0,60,2019HU1012760,0,130,variable
100,male head,apartment,1,1200,0,4,0,17000,0,12,4,0,230,2019HU1024789,0,128,variable
122,female head,apartment,5,650,0,3,2,17000,0,12,3,2,130,2019HU1051748,0,56,variable
107,married,apartment,2,800,0,1,1,17000,0,12,1,0,80,2019HU1072183,0,100,variable
106,female head,apartment,3,600,0,4,1,17000,0,16,3,2,70,2019HU1091160,0,83,variable
109,female head,house,1,410,0,5,0,17000,0,12,6,0,160,2019HU1318592,0,129,variable
116,male head,apartment,1,500,0,2,0,17000,0,9,4,0,200,2.02E+12,600,147,variable
118,male head,apartment,1,450,0,4,0,17000,0,30,4,0,50,2018HU1352291,5000,130,variable
117,married,apartment,2,890,0,7,1,17000,0,8,1,0,160,2019HU0549388,6000,100,variable
109,male head,apartment,1,430,0,1,2,17000,0,72,4,0,0,2018HU0135432,8500,132,variable
102,female head,house,2,450,0,4,1,17000,0,24,3,0,200,2.02E+12,9000,104,variable
101,female head,house,1,2000,0,3,1,17000,0,31,6,0,90,2.02E+12,16000,147,variable
116,male head,house,1,650,1,3,1,17000,0,50,4,0,370,2.02E+12,17000,149,fixed
122,female head,house,1,480,0,4,0,17000,0,7,6,0,210,2.02E+12,17000,149,fixed
102,male head,apartment,1,610,0,1,1,17000,0,46,4,0,0,2.02E+12,17000,136,fixed
125,male head,apartment,1,480,0,1,1,17000,0,34,4,0,90,2.02E+12,17000,148,fixed
115,female head,apartment,1,780,0,5,1,17000,0,23,6,0,40,2.02E+12,17000,135,fixed
101,female head,apartment,1,550,0,2,1,17000,0,11,6,0,70,2018HU0242835,17000,142,fixed
117,female head,apartment,1,320,1,2,0,17000,0,11,6,0,0,2018HU0686048,17000,141,fixed
102,male head,trailer,1,420,0,3,1,17000,0,14,4,0,240,2018HU1030221,17000,144,fixed
102,male head,apartment,1,1200,0,3,1,17000,0,14,4,0,0,2019HU0459636,17000,140,fixed
110,female head,apartment,1,880,0,4,1,17000,0,47,6,0,160,2019HU0968533,17000,129,fixed
111,male head,house,2,500,0,4,1,17000,0,76,2,1,70,2019HU1332660,17000,96,fixed
110,male head,house,4,1800,0,5,2,17000,0,19,2,0,420,2018HU0432642,18600,66,variable
109,married,apartment,5,590,1,4,2,17100,0,28,1,3,100,2.02E+12,0,60,variable
119,female head,apartment,2,430,1,2,0,17100,0,14,3,1,130,2.02E+12,0,104,variable
117,male head,apartment,2,580,0,4,1,17100,0,13,5,0,180,2.02E+12,0,128,variable
122,female head,apartment,4,690,1,3,2,17100,0,27,3,0,140,2.02E+12,0,70,variable
102,female head,house,2,180,1,5,0,17100,0,32,3,1,330,2.02E+12,0,104,variable
110,married,trailer,3,690,0,4,1,17100,0,58,1,1,240,2.02E+12,0,89,variable
109,female head,apartment,1,600,0,1,1,17100,0,31,6,0,60,2.02E+12,0,138,variable
119,female head,house,7,460,1,5,2,17100,0,6,3,1,380,2.02E+12,0,43,variable
116,female head,apartment,4,870,1,5,1,17100,0,16,3,3,120,2.02E+12,0,69,variable
122,married,apartment,3,720,1,3,1,17100,0,17,1,1,120,2.02E+12,0,87,variable
122,female head,apartment,1,690,0,1,1,17100,0,48,6,0,0,2019HU0272776,0,130,variable
109,female head,apartment,2,830,0,1,2,17100,0,36,3,0,60,2019HU0240538,2700,112,variable
125,female head,trailer,2,700,0,5,2,17100,0,40,3,0,200,2.02E+12,7200,119,variable
113,male head,apartment,1,2900,0,5,1,17100,0,22,4,0,160,2.02E+12,15600,149,variable
102,female head,apartment,1,910,0,3,1,17100,0,31,6,0,0,2019HU0311535,17100,141,fixed
107,female head,house,1,1100,0,6,1,17100,0,14,6,0,60,2019HU0367738,17100,141,fixed
118,female head,apartment,1,780,0,3,1,17200,0,24,6,0,140,2.02E+12,0,139,variable
118,male head,apartment,2,320,0,3,2,17200,0,7,5,0,60,2.02E+12,0,95,variable
119,married,apartment,5,810,0,4,1,17200,0,31,1,3,250,2018HU1057361,0,57,variable
123,married,house,4,930,0,6,1,17200,0,27,1,1,300,2019HU0495612,0,64,variable
109,female head,house,1,900,0,5,0,17200,0,30,6,0,170,2019HU1081909,0,129,variable
117,female head,apartment,2,480,1,3,1,17200,0,13,7,0,150,2.02E+12,17200,75,fixed
122,male head,apartment,1,380,1,2,0,17200,0,22,4,0,430,2.02E+12,17200,138,fixed
115,female head,apartment,1,400,0,3,0,17200,0,18,6,0,0,2.02E+12,17200,149,fixed
115,male head,apartment,1,490,0,3,1,17200,0,14,4,0,40,2018HU0928021,17200,143,fixed
113,married,apartment,2,860,0,5,1,17210,0,14,1,0,50,2.02E+12,810,107,variable
